customer_id,age,gender,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,num_complaints_12_mon,days_since_last_complaint,churn_flag
CC_000047,57.0,M,Graduate,Divorced,$80K - $120K,Blue,32.0,4.0,3.0,0.0,15000.76,2273.0,12727.76,,17396.72,46.0,0.659,0.101,0.0,,0
CC_000048,39.0,F,Unknown,Single,$40K - $60K,Blue,40.0,4.0,3.0,3.0,9872.63,0.0,9872.63,0.849,13918.2,66.0,0.697,0.383,0.0,,0
CC_000049,58.0,M,Post-Graduate,Married,Less than $40K,Blue,33.0,4.0,3.0,1.0,10002.82,1183.0,8819.82,0.38,8288.2,86.0,0.86,0.46,0.0,,0
CC_000050,52.0,F,College,Married,$40K - $60K,Blue,55.0,4.0,1.0,4.0,4773.64,569.0,4204.64,0.582,14279.2,60.0,0.789,0.158,0.0,,0
CC_000051,30.0,F,Graduate,Single,Unknown,Blue,26.0,1.0,2.0,1.0,1445.9,105.0,1340.9,0.681,2736.74,,,0.021,1.0,250.0,1
CC_000052,27.0,M,College,Married,$80K - $120K,Blue,41.0,5.0,1.0,1.0,5465.07,2064.0,3401.07,0.945,4560.25,48.0,0.968,0.175,1.0,274.0,0
CC_000053,29.0,F,High School,Married,Less than $40K,Blue,56.0,3.0,6.0,3.0,8478.15,1737.0,6741.15,0.626,7987.62,60.0,0.574,0.338,3.0,205.0,1
CC_000054,46.0,M,High School,Single,$40K - $60K,Blue,29.0,2.0,2.0,3.0,2007.38,0.0,2007.38,0.911,1766.01,37.0,0.625,0.176,0.0,,1
CC_000055,54.0,M,High School,Married,Unknown,Blue,18.0,4.0,2.0,0.0,34516.0,1041.0,33475.0,0.924,4083.55,94.0,0.804,0.493,3.0,65.0,0
CC_000056,43.0,F,Graduate,Married,Less than $40K,Blue,,1.0,3.0,5.0,4467.21,63.0,4404.21,0.677,1649.95,51.0,,0.478,2.0,25.0,1
CC_000057,37.0,F,Unknown,Single,Less than $40K,Blue,30.0,3.0,2.0,1.0,33379.36,1801.0,31578.36,0.946,3458.88,56.0,0.789,0.02,1.0,197.0,0
CC_000058,51.0,F,Unknown,Married,Less than $40K,Blue,46.0,4.0,1.0,4.0,31158.54,2200.0,28958.54,0.679,10369.11,89.0,0.671,0.348,0.0,,0
CC_000059,50.0,M,Uneducated,Married,$60K - $80K,Blue,40.0,4.0,2.0,1.0,33794.1,2517.0,31277.1,0.914,4988.98,38.0,0.797,0.157,1.0,21.0,0
CC_000060,53.0,M,Uneducated,Single,$40K - $60K,Blue,37.0,4.0,2.0,2.0,9194.64,2277.0,6917.64,0.538,15138.03,66.0,0.661,0.352,1.0,140.0,0
CC_000061,48.0,M,High School,Divorced,Less than $40K,Blue,21.0,3.0,3.0,0.0,4627.88,2231.0,2396.88,0.686,7673.74,63.0,1.03,0.447,2.0,265.0,0
CC_000062,26.0,M,High School,Single,$60K - $80K,Blue,41.0,5.0,3.0,2.0,5869.68,298.0,5571.68,0.6,8424.22,81.0,0.888,0.451,2.0,322.0,0
CC_000063,42.0,M,Uneducated,Single,Less than $40K,Blue,29.0,4.0,2.0,0.0,18607.91,592.0,18015.91,0.809,3538.74,19.0,1.254,,0.0,,0
CC_000064,33.0,F,College,Single,$60K - $80K,Blue,21.0,3.0,5.0,2.0,11787.16,1250.0,10537.16,0.955,3962.37,77.0,0.723,0.346,1.0,284.0,0
CC_000065,42.0,F,Graduate,Married,$40K - $60K,Blue,40.0,4.0,2.0,2.0,5682.16,2517.0,3165.16,0.627,2287.26,80.0,0.913,0.163,0.0,,0
CC_000066,52.0,M,,Married,,Blue,23.0,5.0,2.0,1.0,33033.53,1268.0,31765.53,0.944,3299.81,57.0,1.074,,0.0,,0
CC_000067,46.0,M,Graduate,Married,Less than $40K,Blue,15.0,6.0,,0.0,12364.78,2488.0,9876.78,0.802,3690.11,66.0,0.795,0.186,2.0,184.0,0
CC_000068,54.0,F,High School,Single,$60K - $80K,Silver,48.0,2.0,1.0,1.0,9690.43,823.0,,1.157,4630.21,73.0,0.761,0.365,2.0,363.0,0
CC_000069,47.0,F,,Divorced,$40K - $60K,Blue,30.0,1.0,1.0,2.0,7851.91,1178.0,6673.91,0.838,17082.79,91.0,0.694,0.025,0.0,,0
CC_000070,34.0,F,Post-Graduate,Single,$40K - $60K,Blue,23.0,4.0,3.0,4.0,12277.19,1311.0,10966.19,0.54,3425.29,15.0,0.772,0.006,2.0,79.0,1
CC_000071,21.0,M,College,Single,$60K - $80K,Blue,26.0,6.0,2.0,2.0,1438.0,756.0,682.0,0.964,11517.19,71.0,0.906,0.493,0.0,,0
CC_000072,45.0,M,Uneducated,Single,$60K - $80K,Blue,28.0,5.0,1.0,2.0,9639.39,1818.0,7821.39,0.667,2691.54,82.0,0.84,0.226,2.0,6.0,0
CC_000073,42.0,F,High School,Single,Less than $40K,Blue,47.0,4.0,1.0,2.0,4074.16,35.0,4039.16,0.656,3747.7,85.0,0.935,0.561,2.0,161.0,0
CC_000074,,F,High School,Married,Less than $40K,Gold,19.0,,1.0,0.0,12705.97,0.0,12705.97,0.738,5918.12,68.0,0.944,0.508,0.0,,0
CC_000075,28.0,F,Graduate,Single,Less than $40K,Blue,22.0,4.0,1.0,2.0,10574.67,,9611.67,,9454.73,84.0,0.504,0.137,0.0,,0
CC_000076,37.0,F,High School,Single,$60K - $80K,Blue,45.0,5.0,2.0,2.0,17288.07,1695.0,15593.07,0.84,5253.25,71.0,0.782,0.295,0.0,,0
CC_000077,42.0,M,Graduate,Divorced,$60K - $80K,Blue,31.0,6.0,1.0,1.0,17423.86,515.0,16908.86,0.645,4653.39,95.0,0.786,0.138,0.0,,0
CC_000078,49.0,F,High School,Single,$80K - $120K,Blue,38.0,4.0,2.0,1.0,34516.0,2517.0,31999.0,0.73,8231.56,56.0,0.839,,0.0,,0
CC_000079,45.0,F,Graduate,Married,$80K - $120K,Blue,31.0,6.0,1.0,3.0,1944.07,1197.0,747.07,0.712,5846.5,59.0,0.587,0.336,2.0,175.0,0
CC_000080,58.0,M,Uneducated,Married,$120K +,Blue,56.0,2.0,1.0,2.0,8588.68,1269.0,7319.68,0.881,,82.0,0.829,0.608,2.0,40.0,0
CC_000081,31.0,F,Graduate,Married,$40K - $60K,Blue,34.0,4.0,6.0,1.0,11261.65,926.0,10335.65,0.736,4044.78,49.0,0.851,0.259,1.0,181.0,1
CC_000082,51.0,M,High School,Married,Less than $40K,Blue,38.0,5.0,,2.0,14067.25,1766.0,12301.25,0.533,6437.76,83.0,0.652,0.053,1.0,301.0,0
CC_000083,44.0,M,Uneducated,Married,$80K - $120K,Blue,51.0,,1.0,0.0,8311.73,,6189.73,0.623,5876.99,64.0,0.647,0.158,2.0,344.0,0
CC_000084,50.0,M,Post-Graduate,Single,Less than $40K,Platinum,32.0,5.0,1.0,0.0,6518.75,1378.0,5140.75,0.739,5881.6,64.0,0.57,0.019,0.0,,0
CC_000085,40.0,M,Graduate,Unknown,$40K - $60K,Blue,28.0,6.0,1.0,2.0,11762.38,1482.0,10280.38,0.879,2233.49,72.0,0.858,0.33,0.0,,0
CC_000086,53.0,M,Uneducated,Married,Less than $40K,Blue,43.0,4.0,2.0,2.0,4091.89,1418.0,2673.89,0.985,2135.88,50.0,0.324,0.149,1.0,32.0,0
CC_000087,46.0,F,Graduate,Unknown,Unknown,Blue,46.0,3.0,1.0,0.0,34516.0,387.0,34129.0,0.599,15538.67,56.0,0.852,0.318,0.0,,0
CC_000088,37.0,F,Graduate,Divorced,$40K - $60K,Blue,28.0,5.0,2.0,0.0,7812.76,2497.0,5315.76,0.552,4286.22,102.0,0.752,0.096,0.0,,0
CC_000089,52.0,M,Graduate,Single,Less than $40K,Blue,25.0,2.0,2.0,4.0,3774.1,1038.0,2736.1,0.549,880.53,57.0,0.527,0.042,2.0,29.0,1
CC_000090,41.0,M,College,,$80K - $120K,Blue,36.0,,2.0,0.0,8571.74,2517.0,6054.74,0.696,4331.54,62.0,0.897,0.228,0.0,,0
CC_000091,48.0,F,Doctorate,Single,Less than $40K,Blue,41.0,4.0,2.0,,19870.17,114.0,19756.17,0.731,5991.09,61.0,0.632,0.115,0.0,,0
CC_000092,33.0,,High School,Divorced,Unknown,Blue,50.0,5.0,2.0,3.0,3631.07,2016.0,1615.07,1.077,3546.14,78.0,,0.362,1.0,179.0,0
CC_000093,43.0,M,College,Divorced,$40K - $60K,Blue,43.0,6.0,1.0,,18427.77,1367.0,17060.77,0.581,4118.82,115.0,0.568,,0.0,,0
CC_000094,47.0,M,High School,Married,$60K - $80K,Blue,35.0,5.0,0.0,0.0,6274.16,1282.0,4992.16,0.783,4681.54,96.0,0.527,0.432,2.0,221.0,0
CC_000095,44.0,F,Post-Graduate,Single,Less than $40K,Blue,29.0,5.0,2.0,0.0,6318.14,668.0,5650.14,0.905,6810.43,46.0,0.744,0.651,0.0,,0
CC_000096,56.0,M,Unknown,Single,$80K - $120K,Blue,56.0,4.0,2.0,0.0,19198.0,1803.0,17395.0,0.676,7564.98,98.0,1.091,0.179,4.0,332.0,0
CC_000097,50.0,F,,Divorced,$120K +,Blue,28.0,4.0,2.0,1.0,7665.5,1682.0,5983.5,1.004,5144.63,56.0,0.665,0.505,0.0,,0
CC_000098,43.0,M,Post-Graduate,Unknown,$80K - $120K,Blue,39.0,6.0,3.0,0.0,15522.91,2517.0,13005.91,1.09,1758.82,60.0,0.805,0.321,0.0,,0
CC_000099,45.0,M,Unknown,Single,$120K +,Blue,41.0,4.0,2.0,4.0,15756.53,1802.0,13954.53,0.787,9327.83,63.0,0.509,0.082,0.0,,0
CC_000100,46.0,M,Graduate,Single,Less than $40K,Blue,41.0,5.0,1.0,3.0,7184.91,832.0,6352.91,1.097,7680.47,49.0,0.756,0.029,0.0,,0
CC_000101,47.0,F,Post-Graduate,Married,Unknown,Blue,56.0,4.0,2.0,0.0,11446.04,812.0,10634.04,0.843,2282.75,98.0,0.787,0.482,0.0,,0
CC_000102,27.0,F,Unknown,Single,$60K - $80K,Blue,36.0,4.0,4.0,0.0,6450.61,1491.0,4959.61,0.631,,61.0,0.874,0.58,2.0,234.0,0
CC_000103,41.0,M,Uneducated,Divorced,$120K +,Blue,35.0,5.0,2.0,1.0,9352.46,2517.0,6835.46,0.973,4339.33,31.0,0.542,0.4,4.0,324.0,0
CC_000104,30.0,M,Graduate,Married,$60K - $80K,Blue,51.0,5.0,3.0,2.0,13877.1,1548.0,12329.1,0.633,15830.34,56.0,0.916,0.043,0.0,,0
CC_000105,51.0,F,Graduate,Married,Less than $40K,Blue,44.0,2.0,3.0,2.0,2951.25,1339.0,1612.25,0.347,2180.28,45.0,0.622,0.443,1.0,335.0,1
CC_000106,43.0,F,Unknown,Married,$60K - $80K,Blue,44.0,3.0,1.0,2.0,13511.3,1466.0,12045.3,0.96,2559.64,38.0,1.155,0.292,1.0,118.0,0
CC_000107,42.0,M,Doctorate,Married,Less than $40K,Blue,37.0,3.0,1.0,3.0,12248.73,0.0,12248.73,0.685,17761.04,78.0,0.735,0.443,0.0,,0
CC_000108,52.0,F,Post-Graduate,Single,$80K - $120K,Blue,45.0,4.0,2.0,0.0,2886.64,1609.0,1277.64,1.133,5188.76,,1.101,0.193,0.0,,0
CC_000109,47.0,M,Unknown,Married,$40K - $60K,Blue,43.0,3.0,1.0,0.0,5230.1,1026.0,4204.1,0.518,8074.95,95.0,1.014,0.216,0.0,,0
CC_000110,33.0,M,Graduate,Married,Less than $40K,Blue,31.0,4.0,2.0,0.0,5463.59,2306.0,3157.59,0.998,4750.04,82.0,0.63,0.116,2.0,72.0,0
CC_000111,43.0,M,Uneducated,Married,Unknown,Silver,17.0,5.0,1.0,0.0,6657.75,2517.0,4140.75,0.795,3134.62,74.0,0.532,0.285,0.0,,0
CC_000112,40.0,F,Uneducated,Married,$120K +,Blue,19.0,6.0,2.0,2.0,4421.94,2517.0,1904.94,0.434,,42.0,0.772,0.244,0.0,,0
CC_000113,37.0,M,Graduate,Single,$120K +,Blue,48.0,2.0,3.0,2.0,21228.96,1004.0,20224.96,0.493,1909.79,22.0,0.53,0.614,4.0,219.0,1
CC_000114,37.0,F,College,Single,$80K - $120K,Blue,35.0,2.0,1.0,1.0,22191.75,774.0,21417.75,0.648,1626.4,61.0,1.002,0.162,3.0,296.0,0
CC_000115,42.0,F,Graduate,Married,$80K - $120K,Blue,13.0,4.0,1.0,2.0,5058.1,912.0,4146.1,0.383,4442.45,68.0,1.039,0.518,0.0,,0
CC_000116,49.0,F,College,Married,$60K - $80K,,19.0,2.0,5.0,2.0,3781.99,1057.0,2724.99,0.576,3325.89,54.0,1.019,0.133,3.0,54.0,1
CC_000117,30.0,M,Unknown,Married,Less than $40K,Blue,37.0,4.0,1.0,1.0,9399.16,1349.0,8050.16,0.965,4373.97,78.0,0.83,0.175,0.0,,0
CC_000118,54.0,M,College,Divorced,$120K +,Blue,44.0,3.0,2.0,1.0,27534.58,370.0,27164.58,0.765,2996.38,65.0,,0.303,0.0,,0
CC_000119,51.0,F,Post-Graduate,Married,$120K +,Blue,23.0,2.0,4.0,0.0,7315.76,1081.0,6234.76,0.811,2461.35,22.0,0.797,0.148,1.0,350.0,1
CC_000120,44.0,F,Unknown,Married,$80K - $120K,Blue,45.0,4.0,,3.0,5537.97,0.0,5537.97,0.834,6392.62,71.0,1.049,0.187,0.0,,0
CC_000121,47.0,F,Graduate,Single,Unknown,Blue,40.0,3.0,1.0,1.0,1539.29,2517.0,0.0,0.849,5359.14,81.0,0.553,0.065,1.0,239.0,0
CC_000122,48.0,M,Graduate,Divorced,$60K - $80K,Blue,55.0,4.0,4.0,3.0,9555.48,598.0,8957.48,0.853,4164.63,32.0,0.514,0.231,0.0,,1
CC_000123,48.0,M,Post-Graduate,Married,$40K - $60K,Blue,34.0,5.0,1.0,2.0,2282.62,,1466.62,0.88,18484.0,87.0,0.963,,1.0,235.0,0
CC_000124,40.0,F,Graduate,Single,Unknown,Blue,27.0,5.0,1.0,0.0,13260.15,1690.0,11570.15,1.02,2402.47,81.0,0.469,0.526,1.0,95.0,0
CC_000125,35.0,M,High School,Married,$40K - $60K,Blue,38.0,2.0,0.0,1.0,10270.89,1954.0,8316.89,0.728,6455.16,84.0,0.741,0.053,1.0,5.0,0
CC_000126,49.0,F,High School,,$60K - $80K,Blue,20.0,3.0,1.0,1.0,29151.64,0.0,29151.64,0.584,4093.15,71.0,0.637,,0.0,,0
CC_000127,57.0,M,High School,Divorced,$40K - $60K,Blue,46.0,4.0,1.0,0.0,23383.63,582.0,22801.63,0.763,,73.0,0.818,0.081,1.0,292.0,0
CC_000128,54.0,M,High School,Unknown,$60K - $80K,Blue,22.0,6.0,5.0,2.0,9752.24,1288.0,8464.24,0.609,2085.97,49.0,0.522,0.235,0.0,,1
CC_000129,52.0,M,High School,,$80K - $120K,Blue,37.0,5.0,2.0,1.0,18646.46,1986.0,16660.46,1.098,3134.25,58.0,0.954,0.249,1.0,182.0,0
CC_000130,39.0,M,High School,,$60K - $80K,Blue,39.0,4.0,1.0,0.0,17106.29,145.0,16961.29,0.841,9473.59,72.0,0.934,0.289,0.0,,0
CC_000131,29.0,M,Graduate,Single,$40K - $60K,Blue,47.0,4.0,3.0,1.0,2921.35,2267.0,654.35,1.209,4999.9,82.0,0.971,0.151,,271.0,0
CC_000132,57.0,F,Unknown,Married,Less than $40K,Blue,19.0,3.0,0.0,1.0,29322.2,1881.0,27441.2,0.698,6438.26,64.0,0.922,0.413,0.0,,0
CC_000133,62.0,M,Graduate,Married,$60K - $80K,Blue,32.0,3.0,2.0,1.0,28764.7,472.0,28292.7,0.665,8674.97,120.0,0.907,0.222,0.0,,0
CC_000134,57.0,M,Unknown,Married,$120K +,Blue,41.0,5.0,2.0,1.0,6120.01,1195.0,4925.01,0.853,8630.98,88.0,0.527,0.508,0.0,,0
CC_000135,43.0,F,Post-Graduate,Married,Less than $40K,Blue,41.0,6.0,3.0,4.0,5419.63,0.0,5419.63,0.574,1856.21,35.0,0.647,0.015,2.0,134.0,1
CC_000136,33.0,M,Graduate,Unknown,Less than $40K,Blue,35.0,6.0,2.0,0.0,10485.53,1930.0,8555.53,0.769,4361.56,44.0,0.627,0.207,0.0,,0
CC_000137,34.0,M,College,Single,Less than $40K,Blue,30.0,5.0,3.0,1.0,,2517.0,15258.85,0.751,4276.23,71.0,0.996,0.15,0.0,,0
CC_000138,28.0,F,High School,Single,Unknown,Blue,56.0,4.0,0.0,2.0,4729.5,893.0,3836.5,0.693,2650.89,83.0,0.712,0.331,1.0,82.0,0
CC_000139,43.0,F,Post-Graduate,Married,$60K - $80K,Blue,44.0,3.0,2.0,0.0,17492.97,1194.0,16298.97,0.956,4838.13,71.0,0.921,0.184,0.0,,0
CC_000140,40.0,M,Unknown,Divorced,Unknown,Blue,42.0,5.0,2.0,1.0,3507.13,1163.0,2344.13,,1840.09,43.0,0.762,,3.0,357.0,1
CC_000141,59.0,M,Graduate,Divorced,$60K - $80K,Blue,48.0,3.0,2.0,3.0,3248.09,255.0,2993.09,0.808,3321.02,61.0,0.545,0.065,4.0,162.0,1
CC_000142,46.0,F,Uneducated,Married,$40K - $60K,Blue,41.0,2.0,1.0,2.0,9281.41,0.0,9281.41,0.387,5505.92,58.0,0.69,0.511,0.0,,0
CC_000143,56.0,M,,Divorced,$80K - $120K,Blue,25.0,4.0,2.0,1.0,24653.58,2170.0,22483.58,1.029,9221.35,47.0,0.342,0.145,0.0,,0
CC_000144,40.0,F,High School,Married,Less than $40K,Blue,22.0,2.0,1.0,2.0,18484.82,2285.0,,0.672,10035.59,116.0,0.72,0.172,0.0,,0
CC_000145,62.0,F,Uneducated,Single,$40K - $60K,Blue,41.0,5.0,1.0,1.0,2313.41,1817.0,496.41,1.053,1845.78,52.0,1.049,0.216,1.0,136.0,0
CC_000146,,F,Post-Graduate,Married,$40K - $60K,Blue,42.0,4.0,1.0,4.0,4967.77,,2510.77,0.604,1097.96,63.0,0.648,0.608,2.0,94.0,0
CC_000147,42.0,M,Graduate,Single,Less than $40K,Silver,31.0,5.0,1.0,0.0,29275.76,1081.0,28194.76,0.593,18105.04,78.0,0.88,0.389,4.0,206.0,0
CC_000148,38.0,M,Graduate,Single,$40K - $60K,Blue,50.0,2.0,1.0,2.0,16521.84,1598.0,14923.84,0.74,4033.87,31.0,0.541,0.105,1.0,271.0,0
CC_000149,50.0,F,Unknown,Married,Less than $40K,Blue,32.0,6.0,2.0,0.0,6391.72,569.0,5822.72,0.892,2459.4,104.0,0.719,0.137,2.0,229.0,0
CC_000150,40.0,M,Graduate,Single,Less than $40K,,33.0,2.0,4.0,,3974.11,412.0,3562.11,1.028,4414.39,96.0,0.754,0.151,1.0,279.0,0
CC_000151,45.0,M,Graduate,Married,Less than $40K,Blue,35.0,1.0,1.0,2.0,11071.72,1101.0,9970.72,0.527,2907.4,40.0,0.525,0.303,0.0,,1
CC_000152,55.0,F,High School,Single,$80K - $120K,Blue,33.0,2.0,2.0,2.0,16999.34,1510.0,15489.34,0.703,3145.3,66.0,0.654,0.022,0.0,,0
